PM2.5,PM10,NO2,SO2,CO,O3,no,nh3,aqi_value
43.43,54.39,77.46,10.49,907.9,1.57,6.27,68.84,183
48.14,60.72,85.68,9.78,1054.76,0.03,6.4,90.3,164
49.96,63.24,90.48,8.46,1121.52,0.0,5.64,99.24,185
52.06,66.39,90.48,6.91,1148.22,0.0,4.88,100.14,209
55.76,71.61,90.48,5.96,1161.58,0.0,4.56,100.14,214
57.21,73.76,90.48,5.48,1148.22,0.0,4.12,93.88,237
57.51,74.07,91.85,5.19,1108.17,0.0,3.71,84.04,204
56.45,72.32,91.85,4.89,1068.12,0.0,3.26,74.21,234
50.76,64.57,89.11,4.71,974.66,0.0,2.28,60.8,245
44.98,56.76,85.0,4.47,867.84,0.0,1.81,46.94,157
42.13,52.82,81.57,4.17,807.76,0.0,1.6,38.0,183
42.46,52.74,78.83,3.82,801.09,0.0,1.36,37.55,175
45.12,55.53,75.4,3.87,834.47,0.0,1.22,44.26,179
50.21,61.54,72.66,4.05,894.55,0.0,1.25,57.22,223
62.75,76.41,71.97,4.95,1094.82,0.0,1.95,91.2,214
98.1,118.69,78.83,6.68,1642.23,0.0,5.0,177.03,250
142.23,170.97,90.48,8.7,2376.56,0.0,7.98,293.26,227
152.06,183.65,90.48,8.94,2616.88,0.01,7.22,336.17,234
137.97,166.83,80.2,9.06,2483.37,0.02,5.95,318.29,203
85.57,104.09,69.92,10.73,1735.69,0.01,4.31,198.48,201
47.88,59.32,60.32,10.49,1148.22,0.04,3.42,104.61,171
27.13,33.58,52.78,10.61,761.03,0.12,2.79,51.41,174
19.78,24.37,48.67,10.73,607.49,0.75,2.6,32.63,84
19.94,24.65,47.3,9.42,614.17,1.08,2.6,35.76,58
20.13,24.98,47.98,7.99,614.17,0.51,2.5,37.1,126
21.03,26.15,50.04,7.21,614.17,0.01,2.44,38.0,132
21.73,26.84,52.78,6.44,600.82,0.0,2.31,34.42,113
22.62,27.84,53.47,5.6,567.44,0.02,2.25,27.72,148
24.13,30.01,52.78,5.31,554.09,0.04,2.22,24.14,126
24.31,30.08,51.41,5.13,534.06,0.08,1.96,20.34,144
23.83,29.21,50.04,5.01,500.68,0.21,1.73,15.65,116
22.33,26.97,48.67,4.89,447.27,1.07,1.38,8.94,119
19.55,23.18,42.5,4.71,380.52,6.35,0.86,2.32,94
18.19,21.12,35.3,4.77,340.46,14.13,0.69,0.58,62
18.15,21.03,31.53,4.77,323.77,18.6,0.65,0.29,75
18.61,21.56,29.82,5.13,313.76,22.17,0.64,0.18,57
19.05,21.94,29.13,5.66,303.75,26.11,0.64,0.11,94
19.34,22.09,29.47,6.26,297.07,28.25,0.66,0.09,76
20.06,22.81,32.22,6.74,303.75,25.75,0.74,0.15,124
22.68,26.16,43.18,7.03,353.81,13.23,1.14,1.22,106
25.31,29.73,50.72,7.63,417.23,3.35,1.52,6.54,161
25.89,30.84,44.55,8.11,440.6,7.15,1.66,13.97,181
25.09,30.17,36.67,8.23,427.25,12.52,1.63,15.42,183
23.23,27.86,30.5,7.87,387.19,17.35,1.5,11.85,124
19.64,23.55,26.39,7.45,357.15,20.39,1.46,8.49,96
13.57,16.34,22.96,6.74,323.77,24.32,1.3,5.25,56
7.6,9.6,22.28,5.9,303.75,30.76,1.22,3.02,50
5.77,8.09,30.85,6.62,323.77,25.03,1.6,2.24,46
5.64,8.34,39.41,6.97,353.81,15.38,1.92,1.61,28
6.58,9.87,45.93,6.5,397.21,4.69,2.38,4.41,67
8.3,12.32,45.93,5.54,453.95,0.48,2.82,12.85,67
10.71,15.72,44.55,4.77,500.68,0.06,3.1,20.12,52
13.33,19.44,43.18,4.23,540.73,0.01,3.2,24.81,71
14.4,21.2,41.81,3.64,554.09,0.01,2.91,25.03,63
14.03,20.76,37.7,3.04,540.73,0.02,2.57,23.25,58
12.17,17.84,33.24,2.86,514.03,0.03,2.15,20.79,57
8.58,12.61,30.5,2.98,453.95,0.16,1.5,13.75,30
7.06,10.25,29.82,3.7,427.25,0.39,1.43,10.73,46
6.48,9.5,29.47,4.35,403.88,0.73,1.43,8.72,6
6.18,9.16,29.47,5.19,387.19,1.11,1.43,7.26,46
5.98,9.05,29.47,6.74,380.52,1.19,1.46,6.93,45
5.76,8.8,29.82,8.35,377.18,1.22,1.44,6.71,27
6.57,9.87,31.87,9.06,390.53,0.68,1.63,9.39,6
10.33,14.99,35.99,10.13,460.63,0.13,2.6,19.89,72
14.31,19.95,42.84,11.44,547.41,0.04,3.23,32.19,62
15.36,21.06,47.3,12.28,574.11,0.48,3.07,36.21,68
15.13,20.78,49.35,13.23,567.44,1.88,2.95,36.21,58
14.48,19.72,50.04,14.78,560.76,2.82,2.88,36.66,62
13.26,18.03,49.35,15.5,540.73,4.25,2.72,34.87,88
11.76,16.01,48.67,14.66,507.36,5.99,2.47,29.95,71
10.37,13.92,45.93,12.52,467.3,7.33,2.12,23.02,64
10.44,13.73,48.67,11.8,460.63,4.96,1.95,19.0,69
10.57,14.03,52.78,11.09,473.98,1.77,1.84,16.99,83
10.52,14.77,54.84,9.18,487.33,0.25,1.98,17.43,61
10.98,16.1,55.52,6.97,507.36,0.16,2.09,19.45,59
11.79,17.32,53.47,5.19,514.03,0.23,2.09,18.77,58
11.88,17.47,48.67,4.29,500.68,0.39,2.06,16.54,87
9.48,14.14,42.16,3.87,447.27,1.61,1.74,9.84,64
7.17,10.84,37.7,3.93,397.21,7.06,1.66,3.69,14
5.25,7.87,33.24,4.65,347.14,21.28,1.47,0.62,8
3.7,5.42,24.68,4.77,300.41,38.27,1.12,0.07,20
2.93,4.26,19.36,4.53,277.04,50.07,1.09,0.02,19
2.34,3.57,16.79,4.59,263.69,53.64,1.14,0.01,50
2.24,3.55,16.97,5.36,267.03,50.78,1.24,0.02,5
2.33,3.73,17.99,5.9,273.71,47.21,1.28,0.03,47
2.51,4.01,19.36,6.32,280.38,43.27,1.35,0.04,44
3.1,4.87,23.31,6.86,293.73,37.19,1.58,0.1,45
5.81,8.7,37.36,7.45,350.48,21.1,2.57,0.91,43
8.36,12.44,48.67,8.11,413.9,7.06,3.58,5.42,80
7.93,12.25,40.1,8.11,413.9,13.59,3.52,11.74,74
5.78,9.34,29.82,7.57,370.5,23.25,2.76,10.62,26
2.45,4.16,16.97,5.01,290.39,38.62,1.44,4.64,19
1.76,3.05,14.4,4.53,273.71,43.63,1.17,3.58,47
1.47,2.58,13.37,4.05,267.03,46.49,1.05,2.85,31
1.8,3.1,16.28,4.41,273.71,45.06,1.22,2.65,25
2.66,4.45,23.65,5.42,297.07,36.84,1.62,2.38,15
3.31,5.44,31.19,5.72,317.1,28.25,1.9,1.26,14
3.91,6.3,37.36,5.66,337.12,20.39,2.15,0.87,18
4.86,7.6,42.16,5.6,360.49,14.31,2.5,1.66,91
6.44,9.79,45.24,5.72,387.19,10.82,3.07,2.6,61
8.7,12.95,47.98,6.02,417.23,6.88,3.8,4.47,92
10.39,15.52,49.35,6.14,440.6,3.89,4.31,6.65,51
11.66,17.31,50.04,6.08,453.95,2.79,4.62,8.27,78
11.28,16.87,48.67,6.56,453.95,2.84,4.5,7.6,99
7.56,11.93,40.78,7.39,390.53,11.36,3.33,2.04,67
5.15,8.26,31.87,8.35,340.46,28.97,2.5,0.26,38
3.65,5.92,25.71,8.11,303.75,45.78,1.92,0.04,39
3.37,5.49,25.36,7.87,293.73,51.5,1.84,0.03,27
3.61,5.88,26.73,8.35,297.07,51.5,1.95,0.03,25
3.84,6.28,28.1,8.7,300.41,48.64,2.03,0.04,41
4.65,7.48,31.87,9.3,313.76,42.2,2.31,0.1,15
8.45,12.76,47.98,10.13,387.19,23.96,3.61,0.88,88
11.34,17.33,60.32,10.73,453.95,10.19,4.69,3.69,63
10.7,17.1,59.63,11.21,447.27,9.21,4.56,4.92,73
8.67,14.38,54.15,11.33,410.56,15.91,3.93,3.69,73
5.82,9.9,42.16,9.54,350.48,29.68,2.82,1.98,95
4.73,8.25,36.67,8.82,330.45,35.05,2.38,2.01,13
4.16,7.29,33.24,7.87,317.1,37.55,2.09,1.66,24
4.0,6.61,33.59,7.75,313.76,36.84,1.87,1.3,19
3.81,6.17,34.62,7.51,307.08,37.19,1.58,0.84,13
3.69,5.91,34.62,7.03,303.75,38.27,1.27,0.35,26
3.62,5.46,34.27,6.68,303.75,38.62,1.19,0.14,4
3.89,5.51,34.62,6.32,313.76,37.55,1.36,0.16,13
4.63,6.36,35.3,5.96,327.11,37.19,1.47,0.18,40
4.81,6.49,32.56,5.36,323.77,40.05,1.38,0.13,23
4.06,5.48,27.76,4.47,307.08,44.7,1.2,0.08,21
3.17,4.38,23.31,3.64,287.06,50.78,1.06,0.05,31
2.15,3.07,18.34,3.04,263.69,59.37,0.83,0.02,36
1.06,1.59,12.34,2.56,236.99,69.38,0.48,0.0,47
0.77,1.18,9.68,2.24,226.97,74.39,0.38,0.0,24
0.7,1.1,8.91,2.18,223.64,73.67,0.36,0.0,11
0.76,1.18,9.6,2.33,223.64,70.81,0.4,0.0,23
0.81,1.22,9.94,2.38,226.97,67.95,0.41,0.0,0
0.82,1.2,9.85,2.24,226.97,64.37,0.38,0.01,25
0.84,1.23,9.77,2.18,226.97,60.8,0.39,0.01,9
1.22,1.78,11.82,2.0,236.99,56.51,0.55,0.02,24
1.53,2.32,14.4,2.21,247.0,54.36,0.74,0.05,43
1.79,2.75,16.28,2.65,257.02,53.64,0.9,0.42,40
2.02,3.11,16.79,3.19,263.69,53.64,1.01,1.17,41
2.25,3.53,17.31,3.93,277.04,55.79,1.17,2.43,48
2.46,3.83,17.48,4.65,283.72,58.65,1.24,4.02,2
2.71,4.13,17.99,5.07,290.39,60.08,1.28,5.14,13
3.18,4.71,18.68,5.36,293.73,62.23,1.41,6.37,27
3.72,5.44,23.65,5.84,300.41,58.65,1.62,5.25,19
4.04,5.91,30.16,5.9,310.42,51.5,1.81,2.63,14
4.21,6.19,35.99,5.72,320.44,44.35,1.98,0.2,44
5.03,7.36,40.78,5.9,340.46,39.7,2.31,0.18,70
6.74,9.71,45.24,6.44,363.83,33.98,2.82,0.33,53
8.25,11.86,47.3,7.63,383.85,30.4,3.2,0.44,64
7.74,11.23,42.84,7.99,373.84,31.47,2.88,0.35,51
7.08,10.28,39.07,7.87,363.83,31.83,2.57,0.31,34
6.39,9.24,36.67,7.87,353.81,32.54,2.31,0.27,35
4.86,7.05,30.85,7.99,330.45,36.84,1.77,0.13,37
4.35,6.14,27.76,8.11,317.1,38.62,1.55,0.1,29
4.41,6.11,26.73,8.11,310.42,38.27,1.5,0.1,4
4.75,6.5,27.42,8.11,310.42,37.55,1.6,0.11,26
5.17,7.03,28.45,8.35,313.76,37.19,1.76,0.11,2
5.39,7.34,28.45,8.58,313.76,37.55,1.87,0.12,1
5.75,7.87,30.16,8.82,320.44,35.76,2.09,0.17,0
7.88,10.85,39.76,9.06,363.83,25.03,2.95,0.73,14
9.68,13.52,47.98,9.42,410.56,13.77,3.77,2.99,84
10.01,14.08,40.78,9.42,427.25,22.71,4.02,10.95,72
9.99,13.95,31.87,9.3,423.91,38.27,3.93,16.32,28
10.2,13.98,27.08,8.94,413.9,47.92,3.71,17.66,54
10.47,14.19,26.39,8.82,403.88,52.93,3.52,17.66,59
10.79,14.46,26.73,8.58,403.88,53.64,3.42,17.66,87
16.72,22.13,38.73,8.11,514.03,41.49,5.0,28.39,91
27.83,36.79,58.95,8.7,727.65,21.28,8.11,51.41,188
37.57,49.56,75.4,10.01,934.6,6.17,11.15,77.78,158
42.03,55.88,82.94,10.61,1068.12,0.14,12.92,97.45,179
41.06,54.56,82.25,9.54,1068.12,0.0,12.54,96.56,167
37.36,49.46,75.4,8.82,947.95,0.0,11.27,76.89,175
30.73,41.21,65.8,8.7,794.41,0.0,9.25,50.96,175
26.96,36.39,58.95,7.99,700.95,0.02,7.85,38.89,157
24.67,32.94,58.95,7.33,634.19,0.09,6.78,29.5,134
22.82,29.98,61.01,7.15,594.14,0.24,5.83,22.13,115
17.75,22.93,58.95,6.97,514.03,1.63,4.18,10.06,52
14.39,17.88,51.41,6.32,447.27,8.58,2.85,2.24,80
13.78,16.46,44.55,5.78,420.57,16.45,2.31,0.69,100
14.39,16.83,42.5,5.72,417.23,17.7,2.22,0.6,79
15.15,17.48,42.84,5.84,423.91,16.45,2.19,0.72,68
15.57,17.81,42.84,5.9,423.91,14.66,2.19,0.92,96
16.59,19.04,45.24,6.02,440.6,10.55,2.41,1.82,82
21.63,25.35,52.78,6.2,520.71,2.21,3.8,10.39,120
28.91,34.67,54.15,6.8,654.22,0.37,5.89,31.74,157
35.75,44.02,52.09,7.57,781.06,5.81,7.85,54.99,167
41.47,51.72,51.41,8.7,867.84,13.41,9.12,69.74,174
51.85,64.54,55.52,11.44,974.66,18.77,11.15,86.73,246
66.92,82.52,67.17,15.26,1121.52,21.1,13.43,103.71,217
84.02,102.18,84.31,19.31,1255.04,21.46,15.58,119.81,249
101.83,122.09,106.93,22.41,1428.6,14.31,18.24,137.69,216
125.19,147.77,130.24,28.13,1695.63,6.71,22.29,171.66,234
147.23,171.45,149.43,37.67,1949.31,1.57,26.6,207.42,210
155.88,180.56,157.65,49.59,2136.23,0.05,30.15,239.61,237
151.37,176.28,157.65,55.79,2243.04,0.0,31.92,261.07,215
144.24,170.55,149.43,52.93,2269.75,0.0,32.93,271.8,248
144.5,174.07,142.57,45.78,2349.85,0.0,33.95,278.95,220
141.89,173.09,132.98,37.67,2323.15,0.0,32.93,271.8,211
134.29,165.49,120.64,29.33,2216.34,0.0,29.89,253.92,244
120.26,149.36,109.67,22.17,2002.72,0.0,25.59,221.73,247
101.56,127.17,100.08,18.36,1762.39,0.0,20.52,185.97,229
86.88,109.46,91.85,15.74,1548.77,0.0,16.21,153.78,249
71.88,91.2,83.63,13.11,1308.44,0.0,12.41,116.23,223
62.16,78.46,77.46,12.76,1148.22,0.0,10.26,90.3,248
58.18,72.15,75.4,14.78,1068.12,0.0,9.25,80.47,229
56.06,68.63,75.4,17.88,1014.71,0.0,8.61,76.0,247
62.08,76.28,74.71,19.55,1081.47,0.0,10.26,88.51,221
80.57,98.73,77.46,20.5,1335.14,0.0,15.33,126.96,241
111.43,135.64,87.05,23.13,1789.09,0.02,23.81,200.27,242
142.43,172.23,100.08,28.85,2269.75,0.39,32.42,275.37,207
169.43,202.96,113.79,36.24,2643.59,1.39,38.51,329.02,246
179.77,210.97,127.49,41.49,2750.4,1.74,35.97,336.17,241
171.06,197.37,132.98,40.05,2616.88,2.79,28.63,303.98,228
156.85,179.21,134.35,32.9,2429.96,3.67,21.53,268.22,249
133.0,152.55,126.12,23.84,2109.53,4.51,15.58,223.52,212
112.03,129.72,117.9,17.64,1815.8,4.6,11.78,187.76,220
97.25,113.78,111.04,14.9,1668.93,2.03,10.01,169.87,209
89.51,105.11,105.56,13.95,1655.58,0.06,9.37,173.45,217
87.49,103.32,104.19,12.28,1682.28,0.0,9.25,182.39,224
85.26,101.56,102.82,9.78,1655.58,0.0,8.87,178.81,213
93.29,112.15,104.19,7.99,1762.39,0.0,9.63,193.12,223
107.06,129.65,104.19,6.86,1949.31,0.0,10.26,218.15,226
114.75,138.5,104.19,6.5,2029.42,0.0,10.64,232.46,230
109.69,129.72,100.08,6.86,1976.01,0.0,10.13,219.94,227
93.69,107.32,91.85,7.15,1762.39,0.0,7.28,191.33,247
83.74,92.48,85.68,7.99,1615.52,0.0,5.64,173.45,229
74.11,80.05,80.2,7.75,1455.31,0.0,4.31,148.42,205
63.96,68.56,76.77,7.27,1268.39,0.0,3.42,118.02,215
55.98,59.94,76.08,7.39,1108.17,0.0,2.95,90.3,218
53.43,57.16,76.77,7.03,1041.41,0.0,2.95,77.78,239
60.14,64.8,77.46,6.91,1134.87,0.0,4.24,91.2,250
89.2,97.93,82.25,8.35,1548.77,0.0,10.01,153.78,250
132.21,146.3,93.22,10.73,2243.04,0.0,17.48,261.07,213
146.26,163.49,98.71,10.37,2483.37,0.14,17.73,303.98,219
124.59,143.22,90.48,8.94,2189.64,0.78,12.79,257.49,250
91.52,110.62,76.77,10.01,1655.58,1.86,7.98,182.39,217
77.85,98.34,68.55,10.49,1415.25,2.41,6.52,148.42,248
71.44,92.17,64.43,10.73,1308.44,2.48,6.08,134.11,217
70.07,89.86,63.75,11.09,1255.04,2.24,6.21,128.75,246
77.18,96.74,69.92,11.68,1375.2,1.26,7.66,144.84,238
87.38,108.1,79.51,13.23,1562.12,0.36,9.88,173.45,212
95.35,117.71,89.11,13.11,1762.39,0.01,10.89,202.06,209
89.82,111.24,91.85,9.89,1735.69,0.0,8.87,196.7,237
77.81,97.37,90.48,7.57,1548.77,0.0,7.22,160.93,209
68.66,86.59,84.31,6.2,1348.5,0.0,5.89,123.38,202
61.33,77.63,76.08,5.07,1174.93,0.0,4.18,94.77,250
50.67,64.29,66.49,5.25,961.3,0.0,2.95,64.37,219
40.22,50.59,57.58,6.32,761.03,0.0,2.0,38.89,182
36.95,45.8,54.84,6.38,700.95,0.0,1.39,32.63,170
36.69,44.73,54.15,6.5,694.28,0.0,1.22,31.74,184
39.13,47.05,54.15,6.02,734.33,0.0,1.25,36.21,181
42.56,50.95,53.47,6.08,781.06,0.0,2.01,42.92,171
45.28,54.13,52.09,6.97,814.44,0.0,3.17,47.83,163
45.44,54.29,49.35,7.15,801.09,0.0,3.64,47.39,172
43.43,51.7,47.3,6.91,761.03,0.0,3.74,41.57,174
46.25,54.87,48.67,7.09,801.09,0.0,4.88,46.49,169
43.04,51.66,50.72,7.09,801.09,0.06,4.12,47.39,157
37.1,46.06,49.35,6.38,774.38,1.86,3.1,48.73,186
29.36,37.86,42.16,6.74,680.92,6.97,2.79,42.02,190
21.07,27.48,34.62,7.63,554.09,14.48,2.19,29.5,132
13.7,18.07,28.1,7.57,460.63,20.74,1.84,20.56,92
8.9,11.96,22.96,6.8,407.22,23.96,1.62,14.98,14
6.54,8.84,20.56,6.08,380.52,25.39,1.46,11.85,15
6.35,8.74,24.68,6.74,390.53,21.99,1.57,11.18,50
6.41,8.97,33.59,6.97,410.56,14.48,1.69,8.16,46
7.39,10.5,45.93,6.02,453.95,3.09,2.12,7.94,56
9.69,13.65,50.04,5.13,507.36,0.46,2.57,15.65,51
13.36,18.49,52.78,4.47,554.09,0.16,2.82,21.23,66
15.91,22.09,54.15,4.05,567.44,0.15,2.85,22.58,65
14.33,20.45,52.78,3.73,520.71,0.62,2.53,15.2,74
12.18,17.88,51.41,3.58,473.98,2.46,2.19,8.27,83
9.31,14.2,48.67,3.87,427.25,7.51,1.76,3.07,75
6.03,9.76,40.44,4.11,373.84,17.17,1.19,0.7,69
4.34,7.26,33.59,4.35,340.46,25.75,0.98,0.23,31
3.61,6.12,29.13,4.35,317.1,30.4,0.88,0.13,24
3.32,5.59,26.39,4.29,303.75,32.54,0.77,0.11,23
3.3,5.45,25.02,4.77,297.07,32.9,1.03,0.11,24
4.08,6.35,26.73,5.25,303.75,29.68,1.58,0.19,29
6.89,10.09,38.73,5.9,357.15,16.09,2.41,1.16,47
17.55,24.13,55.52,7.27,547.41,0.86,5.51,22.58,76
42.97,56.59,65.12,10.85,988.01,0.19,12.92,92.09,157
77.65,100.24,79.51,15.97,1562.12,2.26,23.05,180.6,214
106.34,135.91,94.59,20.5,1976.01,5.45,29.64,239.61,235
114.87,144.67,112.41,25.99,1976.01,9.57,28.88,232.46,214
120.59,148.53,128.87,34.81,1949.31,11.09,27.36,218.15,243
131.69,158.94,145.32,44.82,2056.12,8.76,28.12,227.09,238
121.14,145.6,138.46,37.19,1976.01,5.32,20.27,219.94,225
90.75,110.37,115.16,24.8,1642.23,2.68,11.4,178.81,231
51.89,65.1,84.31,17.88,1134.87,0.82,6.71,110.87,244
23.83,31.49,62.38,15.5,700.95,0.06,4.31,50.52,116
19.8,26.03,61.01,13.71,634.19,0.01,3.93,37.55,58
18.7,24.39,65.12,11.33,594.14,0.12,3.58,25.71,68
18.67,24.51,68.55,9.54,567.44,0.42,3.33,17.66,61
20.38,26.76,71.97,9.18,580.79,0.47,3.17,16.32,115
21.53,28.23,71.97,8.82,580.79,0.39,3.01,16.76,123
19.34,25.59,67.86,8.35,540.73,0.89,2.5,12.52,55
12.72,17.31,56.89,7.75,440.6,7.51,1.6,3.13,74
8.81,12.4,42.84,7.63,373.84,22.53,1.2,0.37,91
7.5,11.13,35.3,7.21,343.8,32.9,1.05,0.1,31
7.14,11.69,31.53,7.27,333.79,36.48,1.03,0.06,16
7.25,13.36,29.47,7.39,333.79,37.91,1.05,0.05,48
7.05,15.07,28.45,7.63,330.45,38.27,1.08,0.05,25
6.69,15.92,28.1,7.63,323.77,41.13,1.22,0.04,42
7.93,18.45,35.99,7.45,357.15,36.12,1.95,0.1,27
7.83,19.56,36.67,7.27,357.15,41.13,2.22,0.06,8
7.42,19.82,34.62,7.15,343.8,47.21,2.15,0.13,22
6.82,19.57,28.79,6.86,317.1,55.79,1.88,0.33,14
6.0,18.52,22.62,6.08,287.06,65.09,1.44,0.43,41
5.91,19.27,21.59,6.14,280.38,67.95,1.31,0.45,10
6.05,20.8,20.91,5.96,277.04,68.67,1.22,0.45,78
6.46,21.11,21.42,5.96,280.38,67.23,1.19,0.34,91
7.08,22.42,21.08,5.9,277.04,66.52,1.09,0.11,79
7.87,25.85,20.22,5.48,273.71,68.67,0.98,0.03,96
8.25,24.71,20.39,5.07,270.37,71.53,0.84,0.0,76
8.62,25.37,19.71,4.53,267.03,72.24,0.8,0.0,85
9.46,27.66,19.02,4.11,267.03,72.24,0.81,0.0,92
10.34,32.05,17.99,3.79,263.69,73.67,0.82,0.0,90
10.87,34.24,16.28,3.64,257.02,75.82,0.78,0.0,68
11.43,35.86,15.42,3.52,257.02,75.82,0.76,0.0,139
10.12,26.1,12.51,3.16,247.0,75.82,0.53,0.0,61
8.61,17.67,8.31,2.77,236.99,75.1,0.26,0.0,15
7.69,15.78,6.94,2.35,230.31,75.82,0.21,0.0,36
6.78,14.26,6.17,2.06,220.3,77.96,0.2,0.0,43
6.45,14.49,6.0,1.97,213.62,80.11,0.2,0.0,65
6.49,15.32,5.91,1.94,211.95,82.97,0.21,0.0,97
7.6,18.54,9.0,2.95,223.64,78.68,0.34,0.0,25
6.35,12.07,14.4,4.17,247.0,69.38,0.54,0.0,6
7.04,9.25,30.85,5.6,317.1,50.07,1.16,0.01,20
8.91,11.24,49.35,7.15,390.53,27.54,1.76,0.28,83
8.73,11.13,52.78,7.75,403.88,19.13,1.82,1.03,99
7.48,9.69,48.67,7.87,393.87,20.39,1.71,1.63,51
5.86,7.76,40.1,7.57,360.49,28.25,1.47,1.65,95
5.18,7.13,34.27,7.87,340.46,30.76,1.36,1.68,13
4.72,7.35,29.13,7.21,320.44,36.12,1.25,1.29,36
4.36,6.45,27.42,6.74,313.76,34.33,1.24,1.13,29
4.98,6.44,37.36,7.75,337.12,16.27,1.19,2.52,28
6.25,7.98,48.67,9.54,393.87,1.88,1.17,8.16,58
4.73,6.74,44.55,7.99,377.18,4.43,1.35,4.47,100
4.26,6.45,39.07,6.97,357.15,10.19,1.66,1.82,35
4.63,6.93,37.01,7.09,350.48,9.84,2.0,1.96,39
4.87,7.23,35.64,7.63,343.8,10.01,2.12,1.96,6
4.67,6.94,34.27,8.7,333.79,13.05,2.03,1.3,43
4.62,6.68,33.24,10.25,330.45,16.27,1.95,0.89,21
3.98,5.64,31.19,10.85,320.44,20.39,1.55,0.52,34
2.68,3.81,27.42,11.21,303.75,25.03,1.06,0.24,31
1.88,2.69,23.31,10.73,287.06,29.33,0.8,0.11,6
1.56,2.24,20.56,10.37,277.04,31.83,0.71,0.08,9
1.46,2.1,19.19,10.13,273.71,33.98,0.69,0.07,43
1.45,2.08,17.82,9.78,270.37,36.48,0.7,0.05,44
1.53,2.19,16.97,9.18,273.71,38.62,0.73,0.05,1
1.8,2.56,17.65,8.94,277.04,38.62,0.83,0.06,26
2.72,3.86,22.62,9.18,297.07,34.33,1.19,0.16,31
3.39,4.86,28.1,9.78,313.76,28.97,1.52,0.4,19
3.23,4.76,25.02,9.66,313.76,32.54,1.54,2.85,5
2.84,4.27,18.51,8.94,300.41,40.05,1.41,5.31,49
2.44,3.7,14.57,8.23,287.06,44.7,1.24,5.98,25
2.33,3.48,13.54,7.87,280.38,46.49,1.16,6.04,21
2.35,3.43,13.2,7.45,277.04,48.64,1.08,5.7,33
2.58,3.67,14.05,7.09,277.04,49.35,1.08,5.14,7
3.06,4.3,17.65,7.33,287.06,47.92,1.25,4.41,4
3.41,4.78,23.65,7.57,293.73,43.99,1.43,2.26,20
3.75,5.26,29.82,7.87,307.08,39.34,1.63,0.22,22
4.23,5.92,32.56,8.23,317.1,37.19,1.84,0.14,16
4.99,6.97,34.62,8.94,327.11,35.76,2.09,0.17,26
5.83,8.16,35.99,9.66,333.79,34.33,2.38,0.2,6
6.13,8.66,35.3,10.25,333.79,34.33,2.44,0.19,12
6.39,9.01,34.27,10.85,330.45,34.69,2.44,0.18,24
6.07,8.5,32.56,11.56,320.44,36.84,2.28,0.13,46
4.89,6.8,28.1,12.04,300.41,41.13,1.87,0.05,17
4.46,6.07,25.71,12.28,290.39,42.56,1.69,0.04,21
4.6,6.17,25.36,12.76,287.06,41.49,1.63,0.04,40
5.3,7.01,27.76,13.47,297.07,37.91,1.71,0.07,37
6.25,8.21,31.53,14.66,307.08,33.26,1.84,0.11,29
7.52,9.86,36.33,15.26,323.77,26.82,2.01,0.24,28
9.8,12.82,45.24,15.26,357.15,16.63,2.53,0.96,96
17.05,22.13,58.95,15.5,480.65,2.1,4.56,12.52,74
26.35,34.06,64.43,15.97,647.54,0.16,7.28,39.34,200
30.75,39.97,66.49,17.41,741.01,4.78,8.49,55.43,179
29.01,38.0,59.63,20.27,707.63,13.05,7.92,54.09,182
17.94,23.5,45.93,21.94,514.03,24.68,4.75,30.85,98
16.57,21.54,47.3,21.94,480.65,25.39,4.12,27.72,65
16.24,20.98,52.78,22.65,467.3,22.17,3.96,26.15,86
18.06,23.31,60.32,21.94,514.03,15.91,4.5,30.4,57
22.57,29.1,70.6,21.22,607.49,8.76,5.7,41.13,137
25.28,32.75,76.77,20.03,680.92,3.0,6.59,47.39,198
34.28,43.96,80.88,16.45,867.84,0.12,8.23,71.53,185
50.67,64.2,85.68,13.23,1174.93,0.0,10.77,113.55,227
65.88,83.37,86.37,12.4,1401.9,0.0,15.58,144.84,210
81.27,102.95,85.68,11.68,1615.52,0.0,18.75,169.87,244
81.66,103.34,83.63,11.21,1588.82,0.0,17.99,160.93,244
71.69,90.82,80.88,10.85,1388.55,0.0,14.95,130.53,215
55.57,70.52,76.77,10.61,1108.17,0.0,11.15,88.51,228
36.1,45.59,69.92,10.49,774.38,0.0,6.46,44.7,154
24.23,29.98,61.69,11.8,560.76,0.16,3.9,19.89,117
17.54,21.42,56.21,12.16,440.6,2.1,2.22,6.37,54
15.24,18.68,52.78,9.89,410.56,5.45,1.31,3.1,91
13.75,17.03,50.04,9.06,397.21,9.48,1.25,1.76,82
12.37,15.57,48.67,9.06,390.53,13.41,1.28,1.09,90
10.76,13.94,46.61,9.06,377.18,20.39,1.35,0.57,86
12.84,17.12,56.21,9.18,420.57,16.81,1.98,1.17,81
14.75,20.23,63.06,10.01,447.27,13.05,2.38,1.93,66
15.27,21.46,67.17,10.25,467.3,9.84,2.53,3.86,55
15.06,21.11,64.43,10.49,460.63,12.88,2.47,5.48,60
13.99,18.77,50.04,9.89,410.56,28.25,2.12,6.31,86
14.21,18.19,40.44,10.49,387.19,38.62,2.15,9.72,78
16.08,19.98,38.04,11.8,390.53,41.84,2.25,13.19,91
20.19,24.8,43.53,13.23,433.92,36.12,2.79,17.88,105
24.42,30.19,54.15,14.54,507.36,23.96,3.48,22.13,132
